Order_No,Time from Pickup to Arrival
Order_No_19248,1748.3562438984777
Order_No_12736,1500.9834333545286
Order_No_768,1660.9934677292408
Order_No_15332,1173.548280958123
Order_No_21373,1060.7390057198693
Order_No_14573,2133.142881306281
Order_No_6731,2451.892543683749
Order_No_18436,1523.2579471368567
Order_No_2288,1547.366471636004
Order_No_9063,2100.948885912165
Order_No_4814,881.3168736509107
Order_No_16747,2971.0730836159782
Order_No_6376,1535.1486892364617
Order_No_1199,1543.1773616844873
Order_No_17119,1584.677035534036
Order_No_14832,1429.5847724626763
Order_No_12321,835.3432051823905
Order_No_24820,1472.7312476509353
Order_No_6065,1143.6523075256669
Order_No_13176,359.9129687411698
Order_No_23557,907.3644274184454
Order_No_20488,1904.6810058344633
Order_No_24214,1627.6223422881096
Order_No_21206,1952.4748380946028
Order_No_1930,559.4908286881273
Order_No_28180,2451.3770285380137
Order_No_13329,561.4418560231542
Order_No_19004,1059.1135123893507
Order_No_27510,2252.8384371188513
Order_No_25394,1654.4153246496326
Order_No_11299,1940.1700855002593
Order_No_21269,1546.6894634613318
Order_No_3565,2470.043529874843
Order_No_6473,1467.9909067642825
Order_No_6258,319.37703421209306
Order_No_27480,1980.8847033278655
Order_No_23302,2296.0128282054475
Order_No_16731,1722.9706676402288
Order_No_21353,1803.2192582153502
Order_No_10610,1097.2765499173292
Order_No_5930,1582.8903472952597
Order_No_5171,1922.0929043704764
Order_No_21590,1811.4257383310396
Order_No_643,962.6823333326734
Order_No_6308,1367.8758497260035
Order_No_16885,2113.841875289136
Order_No_5421,1786.5041744206999
Order_No_21864,2325.744255930288
Order_No_11618,1182.8121874295682
Order_No_27514,2541.7644855447684
Order_No_26356,1531.5403436753693
Order_No_20174,1141.8476269493574
Order_No_23193,2814.5578836457566
Order_No_17568,928.0447370555615
Order_No_25549,1606.8237937853125
Order_No_23942,1321.7415578212228
Order_No_25817,1465.2768834146834
Order_No_16582,2854.0570499475148
Order_No_25259,2030.4677981031195
Order_No_7311,1192.5421060486667
Order_No_6198,1384.507552470006
Order_No_18810,1361.3406889875685
Order_No_26162,963.8304742697082
Order_No_4192,1319.937959455159
Order_No_28224,1080.646331883675
Order_No_15612,568.7286152258167
Order_No_21556,2045.7429521768838
Order_No_15698,2130.589055262238
Order_No_2619,1974.0651071750635
Order_No_10710,1359.4760950366315
Order_No_17906,1698.1596534126688
Order_No_24831,1369.7387742018443
Order_No_15312,2697.048871045842
Order_No_17599,1385.6566069076018
Order_No_8759,581.3040125980297
Order_No_18102,2336.4927129790444
Order_No_19596,1614.0887789648148
Order_No_18174,1310.1386264614737
Order_No_18641,2509.4178859901576
Order_No_7568,797.9458477901151
Order_No_23561,1354.229133040898
Order_No_21212,650.8176525085456
Order_No_19352,3442.5636233632176
Order_No_13038,2362.8193210607933
Order_No_14688,1597.7932609288373
Order_No_5155,833.8298706517118
Order_No_26963,1228.571458361924
Order_No_25662,2311.501392257382
Order_No_22324,1392.7460716438197
Order_No_4080,1390.6056679893534
Order_No_2551,1365.3797718869703
Order_No_6576,1601.1598864665104
Order_No_23150,1986.7064863478688
Order_No_12488,1778.458733107356
Order_No_14209,640.5345506521612
Order_No_14944,1698.433383504095
Order_No_105,1155.3967716361649
Order_No_6400,1858.7176990532814
Order_No_23670,716.6620187742215
Order_No_11927,2486.1275343038296
Order_No_672,2225.229362997714
Order_No_24305,1347.3362980763393
Order_No_23438,429.2618619033167
Order_No_11297,2813.369443888079
Order_No_25875,882.4818038504277
Order_No_2483,1476.4072429666373
Order_No_22525,2506.4264626045237
Order_No_85,1391.9412345213952
Order_No_25252,1281.567345144656
Order_No_16007,1978.4847689890476
Order_No_10988,1591.89212202511
Order_No_15321,2295.8363527346582
Order_No_16080,719.3824758846619
Order_No_11090,866.7884630279352
Order_No_21090,1359.2749606162538
Order_No_1621,1341.2436615611045
Order_No_24456,1683.3332747529148
Order_No_5036,1479.440611762893
Order_No_15675,1856.5757679217404
Order_No_5672,1550.3834763678071
Order_No_4333,263.0332314238236
Order_No_20768,1304.5872213502712
Order_No_12336,1671.4167828810532
Order_No_12293,1657.9600541916072
Order_No_6103,1414.3585354463155
Order_No_25920,1115.8157595492244
Order_No_2159,1497.2028712770677
Order_No_13215,526.0169025859682
Order_No_15620,1945.2175675158794
Order_No_27406,576.2618876118862
Order_No_3092,2845.570952654206
Order_No_21088,590.4709688777638
Order_No_6448,1460.5212295106255
Order_No_23769,1393.9117538448684
Order_No_2640,1426.6145312099381
Order_No_19108,1562.3864750673256
Order_No_2796,2252.9550635142327
Order_No_16473,1261.5383292904187
Order_No_2754,1524.6170933866215
Order_No_2678,1346.5941180215098
Order_No_12053,2474.6968686417745
Order_No_17071,1411.5133741372008
Order_No_4656,1121.7308111613736
Order_No_27607,1696.0139451021946
Order_No_6709,1694.0444010866636
Order_No_25036,1296.2794457909624
Order_No_16694,797.4330468714509
Order_No_24366,1889.6006132352998
Order_No_9590,1736.0458549886803
Order_No_5658,1515.3517322168968
Order_No_13152,385.9412159709472
Order_No_27538,1612.6510222591112
Order_No_2782,1093.0930787061454
Order_No_1311,-16.998927121119763
Order_No_10249,2531.2944354182664
Order_No_2624,2275.195707597808
Order_No_27601,1486.0105476219728
Order_No_4252,1773.4652826971264
Order_No_22149,1984.7697413019569
Order_No_2699,2956.0928714995866
Order_No_12371,1539.8334473740595
Order_No_14848,1092.066959685518
Order_No_10438,1398.7808203359002
Order_No_23513,1788.865579146543
Order_No_9878,1438.0399321060938
Order_No_9218,1222.9817314119182
Order_No_28256,1852.1857477158726
Order_No_25676,770.7172184917296
Order_No_26922,1741.1422237647093
Order_No_7589,713.4841523019716
Order_No_124,410.05257733228416
Order_No_14779,1407.398223870477
Order_No_26218,1081.8832607288648
Order_No_19977,1156.5374431961245
Order_No_14440,1517.8763904841585
Order_No_9561,1331.6700208058107
Order_No_9009,1025.3637445527936
Order_No_20146,1371.874029075147
Order_No_7718,1512.7131247299728
Order_No_16083,1452.6087918348646
Order_No_3126,1059.3226464596307
Order_No_801,631.3468627738293
Order_No_5373,1489.1191579664485
Order_No_7421,399.21332988910314
Order_No_602,2379.157394587619
Order_No_9418,1454.6645946746094
Order_No_27144,1390.7659903787126
Order_No_16792,536.6662745685578
Order_No_21252,1633.8127126591896
Order_No_21129,1857.8146507827025
Order_No_18774,2011.642562634484
Order_No_20974,1637.6466964712822
Order_No_5267,1030.734072140439
Order_No_25107,1387.2873919521003
Order_No_611,2398.3066042857618
Order_No_13596,1546.133879490524
Order_No_465,712.0243866051914
Order_No_2236,2231.7222670913793
Order_No_3411,706.4557279726649
Order_No_17613,1030.1822499892808
Order_No_27381,1442.0062629129718
Order_No_26072,2461.090926839374
Order_No_19414,1756.9734307223205
Order_No_21954,2701.8467244868903
Order_No_22538,2215.0940057084595
Order_No_10756,1930.9516692545867
Order_No_23756,1900.6001746660013
Order_No_3807,2113.112028622955
Order_No_18694,1495.5459998431827
Order_No_27245,1192.124046976951
Order_No_12437,814.0504648806258
Order_No_27751,1131.0050358272858
Order_No_22832,1170.4752079636532
Order_No_3904,1266.4378111494054
Order_No_5230,807.8487885301683
Order_No_13968,647.9439353015064
Order_No_23129,543.7431149196532
Order_No_25454,1733.32430755251
Order_No_25963,1459.589596060833
Order_No_13552,1365.8925219368116
Order_No_2495,1401.8234822709098
Order_No_5081,1449.6655085306224
Order_No_2922,1492.6602294239572
Order_No_2016,1540.2864913921933
Order_No_1104,1585.4805005623884
Order_No_27980,739.8780908875642
Order_No_26414,1973.9878494920927
Order_No_22882,2805.1227552034193
Order_No_18730,2126.4245739915136
Order_No_22573,1578.3314076140832
Order_No_3483,1495.6885564393351
Order_No_23613,1580.0422267833471
Order_No_13591,1578.3462204617722
Order_No_11271,1901.9307327476715
Order_No_26896,1633.675957831601
Order_No_8184,957.642131687263
Order_No_19027,2535.0467060968786
Order_No_1146,1442.334437238662
Order_No_192,975.4828195335624
Order_No_14758,685.3615383449469
Order_No_23931,939.1458484908495
Order_No_9924,1602.0340050793884
Order_No_21201,1287.4922084915916
Order_No_12726,611.0139212714299
Order_No_25899,573.1716464833507
Order_No_26621,1327.4470173779516
Order_No_17483,1297.990386793901
Order_No_2943,1868.4582191470136
Order_No_6923,963.171677338432
Order_No_181,2581.689159258804
Order_No_19543,1879.3168162999007
Order_No_11022,1646.2698553343514
Order_No_16940,1807.0722472012899
Order_No_22316,2022.0989133318012
Order_No_24662,1393.2776351973491
Order_No_7034,2361.7437804308097
Order_No_13090,1453.6141712938972
Order_No_761,567.2687197983075
Order_No_25720,1649.2629161858995
Order_No_12467,2185.1517952080126
Order_No_16527,538.3213981907938
Order_No_15886,1500.229277623788
Order_No_14129,1470.1315185443268
Order_No_22079,3816.3694868676826
Order_No_9552,1763.0439098994286
Order_No_28093,906.0311856718652
Order_No_3167,1429.955052151935
Order_No_18111,1091.1286393018797
Order_No_10981,1157.3849477585982
Order_No_17959,2586.9212863209714
Order_No_19855,31.1510626143762
Order_No_21278,1480.1962186598967
Order_No_5819,2360.2600797792747
Order_No_26651,920.7011632332666
Order_No_6273,861.3479992494533
Order_No_15656,1158.0681389174797
Order_No_22,2200.161750653471
Order_No_17367,2606.7817322876103
Order_No_257,1531.660127978542
Order_No_15175,2628.285798964115
Order_No_546,2439.2065926389673
Order_No_20915,942.5509924814169
Order_No_22885,1481.4511908688112
Order_No_4613,2478.378357313055
Order_No_5473,1317.9387442985317
Order_No_4698,540.16685166242
Order_No_5638,1720.2382253590706
Order_No_20471,2253.4667976573733
Order_No_17954,1398.6422648309954
Order_No_14468,2779.4475204832784
Order_No_2968,2201.5531686238533
Order_No_24419,1250.454614852256
Order_No_7674,2428.7341246228707
Order_No_26560,822.6073871087316
Order_No_15611,1036.8404666608126
Order_No_15085,2755.483446291773
Order_No_1440,2311.8527357753533
Order_No_18237,1901.7038471023134
Order_No_8092,1962.0690783310279
Order_No_529,1800.6899115015078
Order_No_22717,1899.4767717278432
Order_No_3509,1321.6913111310696
