Order_No,Time from Pickup to Arrival
Order_No_19248,1853.5298114674667
Order_No_12736,1499.5093532157198
Order_No_768,1438.8890690176381
Order_No_15332,1016.8078065755053
Order_No_21373,1156.722133939662
Order_No_14573,2271.8771328042876
Order_No_6731,2018.8024308733925
Order_No_18436,1392.9323991914935
Order_No_2288,1506.5505184405301
Order_No_9063,2023.1620873952534
Order_No_4814,884.7115305378873
Order_No_16747,3364.6817599628043
Order_No_6376,1751.177110342133
Order_No_1199,1376.949006833665
Order_No_17119,1499.9835363040067
Order_No_14832,1348.9638433181474
Order_No_12321,836.6003879695677
Order_No_24820,1484.8229761195364
Order_No_6065,1301.9433988258838
Order_No_13176,576.1338571110082
Order_No_23557,812.793474192435
Order_No_20488,1886.5848949707483
Order_No_24214,1520.2666320577334
Order_No_21206,1653.85399228806
Order_No_1930,644.252061069013
Order_No_28180,2190.5851042131203
Order_No_13329,588.7852610227045
Order_No_19004,785.5094517573824
Order_No_27510,2260.9498324205233
Order_No_25394,1546.9511636535226
Order_No_11299,1929.0989016275216
Order_No_21269,1325.0423473450783
Order_No_3565,3050.418606528772
Order_No_6473,1400.6285552846987
Order_No_6258,356.7592865249453
Order_No_27480,2086.8075107848213
Order_No_23302,2677.69260776397
Order_No_16731,1942.7409346789007
Order_No_21353,1667.5511821291727
Order_No_10610,746.3891370978104
Order_No_5930,1250.7354104932417
Order_No_5171,1907.1074942751
Order_No_21590,1687.1515498129236
Order_No_643,1172.8036578861595
Order_No_6308,1459.7008188552206
Order_No_16885,2144.7317303564496
Order_No_5421,1906.7744687517484
Order_No_21864,2487.1079240246695
Order_No_11618,1255.6580413733168
Order_No_27514,2616.365015777477
Order_No_26356,1582.3931364729776
Order_No_20174,1436.764059208374
Order_No_23193,2771.6096251645235
Order_No_17568,1263.0524990256934
Order_No_25549,1435.9181028022924
Order_No_23942,1234.451073685417
Order_No_25817,1439.0477292804242
Order_No_16582,2869.0181074881934
Order_No_25259,2051.831429029541
Order_No_7311,1062.5287494447232
Order_No_6198,1346.4681092545138
Order_No_18810,1345.113261722324
Order_No_26162,1040.3448660223046
Order_No_4192,1278.953533130677
Order_No_28224,1195.7511182463265
Order_No_15612,680.5385543886129
Order_No_21556,2073.1784431271526
Order_No_15698,2118.4234214795297
Order_No_2619,2107.5385964624347
Order_No_10710,1514.2350177055696
Order_No_17906,1665.2018140427579
Order_No_24831,936.341313884582
Order_No_15312,2686.830311144545
Order_No_17599,1536.8217127214782
Order_No_8759,559.4698043356356
Order_No_18102,1896.6929953405374
Order_No_19596,1927.9039440012168
Order_No_18174,1158.6885561062716
Order_No_18641,2463.729879370086
Order_No_7568,558.2002026421709
Order_No_23561,1337.111147768136
Order_No_21212,594.9440263771608
Order_No_19352,3229.864109909041
Order_No_13038,2001.0650906845297
Order_No_14688,1476.2015834971892
Order_No_5155,1120.8425747840456
Order_No_26963,1426.6930410079676
Order_No_25662,1918.8847167448032
Order_No_22324,1302.3419570776077
Order_No_4080,1335.318313691528
Order_No_2551,1851.4139813471168
Order_No_6576,1947.0450400880356
Order_No_23150,2004.8574680820552
Order_No_12488,1753.7337162393424
Order_No_14209,705.0294343498491
Order_No_14944,1777.762844588942
Order_No_105,1230.8775497245497
Order_No_6400,1814.55904119733
Order_No_23670,769.5375149163873
Order_No_11927,2207.7893139383973
Order_No_672,2127.2773141499283
Order_No_24305,1514.0214229000794
Order_No_23438,360.4654849831828
Order_No_11297,2859.085766313102
Order_No_25875,864.3139940328621
Order_No_2483,1566.4758335165197
Order_No_22525,2483.508362648803
Order_No_85,1476.8702398129583
Order_No_25252,1183.770673002195
Order_No_16007,2072.5763446850356
Order_No_10988,1537.441167496336
Order_No_15321,2504.831495674152
Order_No_16080,659.2363242009709
Order_No_11090,1138.414982801223
Order_No_21090,1499.7569163051417
Order_No_1621,1287.6960741227547
Order_No_24456,1528.1752855016766
Order_No_5036,1265.1305434388266
Order_No_15675,2110.6688148977364
Order_No_5672,1415.0940302407687
Order_No_4333,283.5991408190744
Order_No_20768,1141.497935677397
Order_No_12336,1725.0259039903553
