Order_No,Time from Pickup to Arrival
Order_No_19248,1709.7309884037147
Order_No_12736,1329.4755156461426
Order_No_768,1606.4742905278292
Order_No_15332,1212.4325099485536
Order_No_21373,1039.426203410273
Order_No_14573,1990.5525775460073
Order_No_6731,2245.5070645352594
Order_No_18436,1579.8409360340538
Order_No_2288,1478.7297080017877
Order_No_9063,2107.967434841164
Order_No_4814,832.1874289581432
Order_No_16747,2744.0200797898965
Order_No_6376,1500.634136163775
Order_No_1199,1683.7230277179408
Order_No_17119,1561.7262977081743
Order_No_14832,1419.4400869315432
Order_No_12321,789.6813105702463
Order_No_24820,1436.6431605447713
Order_No_6065,1300.6783716905927
Order_No_13176,401.0078548209071
Order_No_23557,1041.5844564778365
Order_No_20488,1840.033401838266
Order_No_24214,1532.2064507298696
Order_No_21206,2002.5664685491283
Order_No_1930,585.3626775835168
Order_No_28180,2302.4389562552096
Order_No_13329,477.36951110850976
Order_No_19004,983.7103486399906
Order_No_27510,2251.30193175691
Order_No_25394,2039.158531075752
Order_No_11299,2159.379014781281
Order_No_21269,1457.6185000531093
Order_No_3565,2829.4765307335097
Order_No_6473,1607.9984370697568
Order_No_6258,365.5749338125846
Order_No_27480,2116.1623234787585
Order_No_23302,2231.1767008248535
Order_No_16731,1717.084318469499
Order_No_21353,2059.4917608130318
Order_No_10610,1112.6520845070897
Order_No_5930,1656.830103522456
Order_No_5171,1944.6773204590006
Order_No_21590,1849.6694032886603
Order_No_643,962.3863679652893
Order_No_6308,1215.711365192741
Order_No_16885,1921.0911978031281
Order_No_5421,1984.5722111679254
Order_No_21864,2472.030940897415
Order_No_11618,1218.175203866758
Order_No_27514,2551.078077971657
Order_No_26356,1695.1181322778175
Order_No_20174,1055.7521240051628
Order_No_23193,2798.6568990355922
Order_No_17568,891.4878362154656
Order_No_25549,1618.9344543682166
Order_No_23942,1173.0002858071541
Order_No_25817,1542.3635197141678
Order_No_16582,2710.342656012945
Order_No_25259,2216.6187809422972
Order_No_7311,1186.2381408816173
Order_No_6198,1331.6180531541606
Order_No_18810,1267.1213875304943
Order_No_26162,1061.3974854412888
Order_No_4192,1277.3700607207147
Order_No_28224,1252.6467723829232
Order_No_15612,622.8921226442952
Order_No_21556,2017.4539515585443
Order_No_15698,2114.321683420138
Order_No_2619,2114.428050863516
Order_No_10710,1392.6615550950144
Order_No_17906,1769.9582080781981
Order_No_24831,1153.7839647470432
Order_No_15312,2699.994511266277
Order_No_17599,1381.6958407556338
Order_No_8759,485.63102953713667
